Primary Diagnosis Code,Primary Diagnosis Code Description,all_attendances,first_appointment,first_tele,subsequent_appointment,subsequent_tele,unknown_attendance_type,total_tele,total_in_person,tele_adoption_rate,followup_ratio,unknown_rate,priority_score
N393,Other specified urinary incontinence,3344.0,1207.0,136.0,1394.0,607.0,0,743.0,2601.0,0.222188995215311,1.5,0.0,0.5075081610446137
N394,Other specified disorders of urinary system,157.0,54.0,4.0,69.0,30.0,0,34.0,123.0,0.21656050955414013,1.7,0.0,0.0
N398,"Disorder of urinary system, unspecified",799.0,153.0,0.0,605.0,41.0,0,41.0,758.0,0.05131414267834793,4.2,0.0,0.4478781284004353
N399,Hyperplasia of prostate,8140.0,2304.0,623.0,4097.0,1116.0,0,1739.0,6401.0,0.21363636363636362,1.8,0.0,0.41811751904243744
N40X,Acute prostatitis,36.0,28.0,0.0,8.0,0.0,0,0.0,36.0,0.0,0.3,0.0,0.0
N410,Chronic prostatitis,307.0,113.0,7.0,141.0,46.0,0,53.0,254.0,0.17263843648208468,1.6,0.0,0.0
N411,Abscess of prostate,42.0,19.0,1.0,16.0,6.0,0,7.0,35.0,0.16666666666666666,1.1,0.0,0.0
N412,Prostatocystitis,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
N413,Other inflammatory diseases of prostate,4.0,4.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,0.0
N418,"Inflammatory disease of prostate, unspecified",359.0,120.0,6.0,152.0,81.0,0,87.0,272.0,0.24233983286908078,1.8,0.0,0.0
N419,Calculus of prostate,11.0,3.0,0.0,2.0,6.0,0,6.0,5.0,0.5454545454545454,2.7,0.0,0.0
N420,Congestion and haemorrhage of prostate,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
N421,Atrophy of prostate,3.0,3.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0
N422,Dysplasia of prostate,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
N423,Other specified disorders of prostate,54.0,26.0,2.0,18.0,8.0,0,10.0,44.0,0.18518518518518517,0.9,0.0,0.0
N428,"Disorder of prostate, unspecified",273.0,200.0,3.0,34.0,36.0,0,39.0,234.0,0.14285714285714285,0.3,0.0,0.0
N429,Encysted hydrocele,22.0,16.0,0.0,4.0,2.0,0,2.0,20.0,0.09090909090909091,0.4,0.0,0.0
N430,Other hydrocele,10.0,5.0,0.0,5.0,0.0,0,0.0,10.0,0.0,1.0,0.0,0.0
N432,"Hydrocele, unspecified",1167.0,784.0,10.0,327.0,46.0,0,56.0,1111.0,0.04798628963153385,0.5,0.0,0.5709738846572361
N433,Spermatocele,29.0,22.0,0.0,5.0,2.0,0,2.0,27.0,0.06896551724137931,0.3,0.0,0.0
N434,Torsion of testis,147.0,73.0,1.0,65.0,8.0,0,9.0,138.0,0.061224489795918366,1.0,0.0,0.0
N44X,"Orchitis, epididymitis and epididymo-orchitis with abscess",22.0,11.0,0.0,8.0,3.0,0,3.0,19.0,0.13636363636363635,1.0,0.0,0.0
N450,"Orchitis, epididymitis and epididymo-orchitis without abscess",604.0,297.0,5.0,265.0,37.0,0,42.0,562.0,0.0695364238410596,1.0,0.0,0.6626768226332971
N459,Male infertility,1265.0,485.0,206.0,305.0,269.0,0,475.0,790.0,0.37549407114624506,0.8,0.0,0.7432807399347117
N46X,"Redundant prepuce, phimosis and paraphimosis",3275.0,2337.0,17.0,794.0,127.0,0,144.0,3131.0,0.04396946564885496,0.4,0.0,0.450272034820457
N47X,Leukoplakia of penis,561.0,213.0,0.0,321.0,27.0,0,27.0,534.0,0.0481283422459893,1.6,0.0,0.6070457018498367
N480,Balanoposthitis,409.0,270.0,1.0,126.0,12.0,0,13.0,396.0,0.03178484107579462,0.5,0.0,0.7204842219804135
N481,Other inflammatory disorders of penis,20.0,11.0,0.0,6.0,3.0,0,3.0,17.0,0.15,0.8,0.0,0.0
N482,Priapism,69.0,29.0,2.0,31.0,7.0,0,9.0,60.0,0.13043478260869565,1.2,0.0,0.0
N483,Impotence of organic origin,1418.0,348.0,35.0,670.0,365.0,0,400.0,1018.0,0.2820874471086037,2.7,0.0,0.5661860718171926
N484,Ulcer of penis,18.0,9.0,0.0,9.0,0.0,0,0.0,18.0,0.0,1.0,0.0,0.0
N485,Induratio penis plastica,896.0,478.0,7.0,328.0,83.0,0,90.0,806.0,0.10044642857142858,0.8,0.0,0.6467083786724701
N486,Other specified disorders of penis,464.0,278.0,8.0,143.0,35.0,0,43.0,421.0,0.09267241379310345,0.6,0.0,0.7596844396082698
N488,"Disorder of penis, unspecified",264.0,172.0,2.0,72.0,18.0,0,20.0,244.0,0.07575757575757576,0.5,0.0,0.0
N489,Inflammatory disorders of seminal vesicle,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
N490,"Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens",8.0,7.0,0.0,1.0,0.0,0,0.0,8.0,0.0,0.1,0.0,0.0
N491,Inflammatory disorders of scrotum,75.0,27.0,2.0,44.0,2.0,0,4.0,71.0,0.05333333333333334,1.6,0.0,0.0
N492,Inflammatory disorders of other specified male genital organs,28.0,12.0,0.0,16.0,0.0,0,0.0,28.0,0.0,1.3,0.0,0.0
N498,Atrophy of testis,73.0,23.0,1.0,41.0,8.0,0,9.0,64.0,0.1232876712328767,2.0,0.0,0.0
N500,Vascular disorders of male genital organs,338.0,204.0,18.0,82.0,34.0,0,52.0,286.0,0.15384615384615385,0.5,0.0,0.0
N501,Other specified disorders of male genital organs,2687.0,1713.0,55.0,661.0,258.0,0,313.0,2374.0,0.1164867882396725,0.5,0.0,0.5338139281828074
N508,"Disorder of male genital organs, unspecified",734.0,542.0,5.0,148.0,39.0,0,44.0,690.0,0.05994550408719346,0.3,0.0,0.6719532100108815
N509,Disorders of prostate in diseases classified elsewhere,6.0,4.0,0.0,2.0,0.0,0,0.0,6.0,0.0,0.5,0.0,0.0
N510,Disorders of testis and epididymis in diseases classified elsewhere,5.0,2.0,1.0,1.0,1.0,0,2.0,3.0,0.4,0.7,0.0,0.0
N511,Balanitis in diseases classified elsewhere,2.0,2.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
N512,Solitary cyst of breast,1296.0,1147.0,2.0,80.0,67.0,0,69.0,1227.0,0.05324074074074074,0.1,0.0,0.5803590859630032
N600,Diffuse cystic mastopathy,835.0,691.0,1.0,118.0,25.0,0,26.0,809.0,0.031137724550898204,0.2,0.0,0.6186343852013058
N601,Fibroadenosis of breast,56.0,8.0,1.0,31.0,16.0,0,17.0,39.0,0.30357142857142855,5.2,0.0,0.0
N602,Fibrosclerosis of breast,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
N603,Mammary duct ectasia,345.0,205.0,0.0,129.0,11.0,0,11.0,334.0,0.03188405797101449,0.7,0.0,0.0
N604,Other benign mammary dysplasias,861.0,626.0,1.0,208.0,26.0,0,27.0,834.0,0.0313588850174216,0.4,0.0,0.6056039173014146
N608,"Benign mammary dysplasia, unspecified",8.0,2.0,0.0,1.0,5.0,0,5.0,3.0,0.625,3.0,0.0,0.0
N609,Inflammatory disorders of breast,1669.0,535.0,4.0,1063.0,67.0,0,71.0,1598.0,0.04254044337926902,2.1,0.0,0.3971164309031556
N61X,Hypertrophy of breast,2704.0,1963.0,30.0,407.0,304.0,0,334.0,2370.0,0.1235207100591716,0.4,0.0,0.5440696409140371
N62X,Unspecified lump in breast,9341.0,7418.0,60.0,1312.0,551.0,0,611.0,8730.0,0.06541055561503051,0.2,0.0,0.4140097932535365
N63X,Fissure and fistula of nipple,30.0,6.0,0.0,20.0,4.0,0,4.0,26.0,0.13333333333333333,4.0,0.0,0.0
N640,Fat necrosis of breast,473.0,332.0,2.0,102.0,37.0,0,39.0,434.0,0.0824524312896406,0.4,0.0,0.7579978237214364
N641,Galactorrhoea not associated with childbirth,24.0,12.0,0.0,4.0,8.0,0,8.0,16.0,0.3333333333333333,1.0,0.0,0.0
N643,Mastodynia,6774.0,5884.0,325.0,393.0,172.0,0,497.0,6277.0,0.07336876291703573,0.1,0.0,0.43819368879216536
N644,Other signs and symptoms in breast,3860.0,2906.0,8.0,785.0,161.0,0,169.0,3691.0,0.04378238341968912,0.3,0.0,0.4421381936887922
N645,Other specified disorders of breast,841.0,230.0,11.0,518.0,82.0,0,93.0,748.0,0.11058263971462545,2.5,0.0,0.5492110990206746
N648,"Disorder of breast, unspecified",1922.0,1252.0,33.0,517.0,120.0,0,153.0,1769.0,0.07960457856399583,0.5,0.0,0.5355005440696409
N649,Chronic salpingitis and oophoritis,306.0,154.0,13.0,108.0,31.0,0,44.0,262.0,0.1437908496732026,0.8,0.0,0.0
N701,"Salpingitis and oophoritis, unspecified",180.0,73.0,4.0,90.0,13.0,0,17.0,163.0,0.09444444444444444,1.3,0.0,0.0
N709,Acute inflammatory disease of uterus,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
N710,Chronic inflammatory disease of uterus,3.0,1.0,0.0,2.0,0.0,0,0.0,3.0,0.0,2.0,0.0,0.0
N711,"Inflammatory disease of uterus, unspecified",121.0,34.0,6.0,72.0,9.0,0,15.0,106.0,0.12396694214876033,2.0,0.0,0.0
N719,Inflammatory disease of cervix uteri,553.0,437.0,0.0,113.0,3.0,0,3.0,550.0,0.0054249547920434,0.3,0.0,0.6522578890097933
N72X,Acute parametritis and pelvic cellulitis,51.0,23.0,0.0,25.0,3.0,0,3.0,48.0,0.058823529411764705,1.2,0.0,0.0
N730,Chronic parametritis and pelvic cellulitis,14.0,6.0,0.0,5.0,3.0,0,3.0,11.0,0.21428571428571427,1.3,0.0,0.0
N731,Female pelvic peritoneal adhesions,78.0,30.0,4.0,37.0,7.0,0,11.0,67.0,0.14102564102564102,1.3,0.0,0.0
N736,"Female pelvic inflammatory disease, unspecified",189.0,116.0,2.0,60.0,11.0,0,13.0,176.0,0.06878306878306878,0.6,0.0,0.0
N739,Cyst of Bartholin gland,490.0,252.0,15.0,185.0,38.0,0,53.0,437.0,0.10816326530612246,0.8,0.0,0.7501360174102285
N750,Abscess of Bartholin gland,154.0,91.0,2.0,58.0,3.0,0,5.0,149.0,0.032467532467532464,0.7,0.0,0.0
N751,Other diseases of Bartholin gland,68.0,37.0,3.0,26.0,2.0,0,5.0,63.0,0.07352941176470588,0.7,0.0,0.0
N758,"Disease of Bartholin gland, unspecified",18.0,11.0,0.0,7.0,0.0,0,0.0,18.0,0.0,0.6,0.0,0.0
N759,Acute vaginitis,202.0,124.0,1.0,52.0,25.0,0,26.0,176.0,0.12871287128712872,0.6,0.0,0.0
N760,Subacute and chronic vaginitis,47.0,21.0,6.0,15.0,5.0,0,11.0,36.0,0.23404255319148937,0.7,0.0,0.0
N761,Acute vulvitis,119.0,55.0,0.0,62.0,2.0,0,2.0,117.0,0.01680672268907563,1.2,0.0,0.0
N762,Subacute and chronic vulvitis,11.0,2.0,0.0,8.0,1.0,0,1.0,10.0,0.09090909090909091,4.5,0.0,0.0
N763,Abscess of vulva,112.0,74.0,0.0,36.0,2.0,0,2.0,110.0,0.017857142857142856,0.5,0.0,0.0
N764,Ulceration of vagina,18.0,11.0,0.0,7.0,0.0,0,0.0,18.0,0.0,0.6,0.0,0.0
N765,Ulceration of vulva,37.0,24.0,0.0,11.0,2.0,0,2.0,35.0,0.05405405405405406,0.5,0.0,0.0
N766,Other specified inflammation of vagina and vulva,68.0,22.0,0.0,39.0,7.0,0,7.0,61.0,0.10294117647058823,2.1,0.0,0.0
N768,"Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic diseases classified elsewhere",10.0,6.0,0.0,3.0,1.0,0,1.0,9.0,0.1,0.7,0.0,0.0
N771,Vulvovaginal ulceration and inflammation in other diseases classified elsewhere,14.0,3.0,0.0,11.0,0.0,0,0.0,14.0,0.0,3.7,0.0,0.0
N778,Endometriosis of uterus,1499.0,615.0,47.0,606.0,231.0,0,278.0,1221.0,0.18545697131420946,1.3,0.0,0.5931175190424374
N800,Endometriosis of ovary,587.0,284.0,21.0,236.0,46.0,0,67.0,520.0,0.1141396933560477,0.9,0.0,0.719532100108814
N801,Endometriosis of fallopian tube,20.0,6.0,3.0,9.0,2.0,0,5.0,15.0,0.25,1.2,0.0,0.0
N802,Endometriosis of pelvic peritoneum,1938.0,489.0,104.0,999.0,346.0,0,450.0,1488.0,0.23219814241486067,2.3,0.0,0.5120239390642002
N803,Endometriosis of rectovaginal septum and vagina,183.0,28.0,16.0,93.0,46.0,0,62.0,121.0,0.33879781420765026,3.2,0.0,0.0
N804,Endometriosis of intestine,256.0,40.0,17.0,120.0,79.0,0,96.0,160.0,0.375,3.5,0.0,0.0
N805,Endometriosis in cutaneous scar,48.0,22.0,4.0,20.0,2.0,0,6.0,42.0,0.125,0.8,0.0,0.0
N806,Other endometriosis,160.0,22.0,10.0,94.0,34.0,0,44.0,116.0,0.275,4.0,0.0,0.0
N808,"Endometriosis, unspecified",10843.0,3017.0,656.0,4276.0,2894.0,0,3550.0,7293.0,0.327400166005718,2.0,0.0,0.44964635473340586
N809,Female urethrocele,6.0,3.0,0.0,3.0,0.0,0,0.0,6.0,0.0,1.0,0.0,0.0
N810,Cystocele,4716.0,1875.0,63.0,2491.0,287.0,0,350.0,4366.0,0.07421543681085666,1.4,0.0,0.38253536452665937
N811,Incomplete uterovaginal prolapse,225.0,119.0,1.0,92.0,13.0,0,14.0,211.0,0.06222222222222222,0.9,0.0,0.0
N812,Complete uterovaginal prolapse,274.0,95.0,2.0,165.0,12.0,0,14.0,260.0,0.051094890510948905,1.8,0.0,0.0
N813,"Uterovaginal prolapse, unspecified",5812.0,1687.0,32.0,3588.0,505.0,0,537.0,5275.0,0.09239504473503098,2.4,0.0,0.3187704026115343
N814,Vaginal enterocele,39.0,12.0,0.0,23.0,4.0,0,4.0,35.0,0.10256410256410256,2.3,0.0,0.0
N815,Rectocele,1093.0,488.0,35.0,438.0,132.0,0,167.0,926.0,0.15279048490393413,1.1,0.0,0.6302230685527748
N816,Other female genital prolapse,422.0,148.0,8.0,249.0,17.0,0,25.0,397.0,0.05924170616113744,1.7,0.0,0.6556855277475516
N818,"Female genital prolapse, unspecified",4196.0,1680.0,87.0,2085.0,344.0,0,431.0,3765.0,0.10271687321258341,1.4,0.0,0.42083786724700756
N819,Vesicovaginal fistula,62.0,23.0,1.0,23.0,15.0,0,16.0,46.0,0.25806451612903225,1.6,0.0,0.0
N820,Other female urinary-genital tract fistulae,14.0,7.0,1.0,3.0,3.0,0,4.0,10.0,0.2857142857142857,0.8,0.0,0.0
N821,Fistula of vagina to large intestine,180.0,65.0,5.0,80.0,30.0,0,35.0,145.0,0.19444444444444445,1.6,0.0,0.0
N823,Other female intestinal-genital tract fistulae,2.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0.5,0.0,0.0,0.0
N824,Other female genital tract fistulae,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
N828,"Female genital tract fistula, unspecified",1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
N829,Follicular cyst of ovary,21.0,6.0,0.0,14.0,1.0,0,1.0,20.0,0.047619047619047616,2.5,0.0,0.0
N830,Corpus luteum cyst,71.0,40.0,1.0,29.0,1.0,0,2.0,69.0,0.028169014084507043,0.7,0.0,0.0
N831,Other and unspecified ovarian cysts,6647.0,3609.0,343.0,2016.0,679.0,0,1022.0,5625.0,0.15375357304046938,0.7,0.0,0.4801686615886833
N832,Acquired atrophy of ovary and fallopian tube,2.0,2.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
N833,Prolapse and hernia of ovary and fallopian tube,2.0,0.0,0.0,2.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
N834,"Torsion of ovary, ovarian pedicle and fallopian tube",73.0,32.0,3.0,33.0,5.0,0,8.0,65.0,0.1095890410958904,1.1,0.0,0.0
N835,Haematosalpinx,20.0,7.0,0.0,9.0,4.0,0,4.0,16.0,0.2,1.9,0.0,0.0
N836,Haematoma of broad ligament,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0
N837,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament",286.0,172.0,6.0,92.0,16.0,0,22.0,264.0,0.07692307692307693,0.6,0.0,0.0
N838,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified",169.0,104.0,4.0,43.0,18.0,0,22.0,147.0,0.1301775147928994,0.6,0.0,0.0
N839,Polyp of corpus uteri,2338.0,1335.0,21.0,913.0,69.0,0,90.0,2248.0,0.03849443969204448,0.7,0.0,0.4579706202393906
N840,Polyp of cervix uteri,1973.0,1598.0,9.0,332.0,34.0,0,43.0,1930.0,0.021794221996958945,0.2,0.0,0.48337867247007615
N841,Polyp of vagina,74.0,48.0,0.0,26.0,0.0,0,0.0,74.0,0.0,0.5,0.0,0.0
N842,Polyp of vulva,15.0,7.0,0.0,8.0,0.0,0,0.0,15.0,0.0,1.1,0.0,0.0
N843,Polyp of other parts of female genital tract,11.0,3.0,0.0,7.0,1.0,0,1.0,10.0,0.09090909090909091,2.7,0.0,0.0
N848,"Polyp of female genital tract, unspecified",17.0,5.0,0.0,12.0,0.0,0,0.0,17.0,0.0,2.4,0.0,0.0
N849,Endometrial glandular hyperplasia,1170.0,193.0,14.0,862.0,101.0,0,115.0,1055.0,0.09829059829059829,4.7,0.0,0.4217355821545158
N850,Endometrial adenomatous hyperplasia,215.0,44.0,0.0,153.0,18.0,0,18.0,197.0,0.08372093023255814,3.9,0.0,0.0
N851,Hypertrophy of uterus,7.0,6.0,0.0,1.0,0.0,0,0.0,7.0,0.0,0.2,0.0,0.0
N852,Malposition of uterus,2.0,2.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
N854,Intrauterine synechiae,90.0,31.0,2.0,49.0,8.0,0,10.0,80.0,0.1111111111111111,1.7,0.0,0.0
N856,Haematometra,49.0,19.0,2.0,16.0,12.0,0,14.0,35.0,0.2857142857142857,1.3,0.0,0.0
N857,Other specified noninflammatory disorders of uterus,359.0,167.0,9.0,154.0,29.0,0,38.0,321.0,0.10584958217270195,1.0,0.0,0.0
N858,"Noninflammatory disorder of uterus, unspecified",47.0,27.0,1.0,18.0,1.0,0,2.0,45.0,0.0425531914893617,0.7,0.0,0.0
N859,Erosion and ectropion of cervix uteri,1600.0,1333.0,1.0,257.0,9.0,0,10.0,1590.0,0.00625,0.2,0.0,0.491974972796518
N86X,Mild cervical dysplasia,3915.0,3303.0,0.0,607.0,5.0,0,5.0,3910.0,0.001277139208173691,0.2,0.0,0.39360718171926007
N870,Moderate cervical dysplasia,805.0,271.0,0.0,521.0,13.0,0,13.0,792.0,0.016149068322981366,2.0,0.0,0.48049510337323176
N871,"Severe cervical dysplasia, not elsewhere classified",27.0,26.0,0.0,0.0,1.0,0,1.0,26.0,0.037037037037037035,0.0,0.0,0.0
N872,"Dysplasia of cervix uteri, unspecified",3335.0,2313.0,2.0,1010.0,10.0,0,12.0,3323.0,0.003598200899550225,0.4,0.0,0.40070729053318827
N879,Leukoplakia of cervix uteri,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
N880,Old laceration of cervix uteri,5.0,3.0,1.0,1.0,0.0,0,1.0,4.0,0.2,0.3,0.0,0.0
N881,Stricture and stenosis of cervix uteri,82.0,41.0,1.0,39.0,1.0,0,2.0,80.0,0.024390243902439025,1.0,0.0,0.0
N882,Incompetence of cervix uteri,69.0,29.0,2.0,37.0,1.0,0,3.0,66.0,0.043478260869565216,1.2,0.0,0.0
N883,Other specified noninflammatory disorders of cervix uteri,254.0,194.0,2.0,54.0,4.0,0,6.0,248.0,0.023622047244094488,0.3,0.0,0.0
N888,"Noninflammatory disorder of cervix uteri, unspecified",1793.0,1645.0,1.0,144.0,3.0,0,4.0,1789.0,0.002230897936419409,0.1,0.0,0.4723612622415668
N889,Mild vaginal dysplasia,88.0,4.0,0.0,84.0,0.0,0,0.0,88.0,0.0,21.0,0.0,0.0
N890,Moderate vaginal dysplasia,22.0,4.0,0.0,17.0,1.0,0,1.0,21.0,0.045454545454545456,4.5,0.0,0.0
N891,"Severe vaginal dysplasia, not elsewhere classified",2.0,2.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
N892,"Dysplasia of vagina, unspecified",586.0,410.0,0.0,173.0,3.0,0,3.0,583.0,0.005119453924914676,0.4,0.0,0.637323177366703
N893,Stricture and atresia of vagina,38.0,14.0,1.0,20.0,3.0,0,4.0,34.0,0.10526315789473684,1.5,0.0,0.0
N895,Tight hymenal ring,9.0,8.0,0.0,1.0,0.0,0,0.0,9.0,0.0,0.1,0.0,0.0
N896,Haematocolpos,5.0,3.0,0.0,2.0,0.0,0,0.0,5.0,0.0,0.7,0.0,0.0
N897,Other specified noninflammatory disorders of vagina,1596.0,778.0,17.0,702.0,99.0,0,116.0,1480.0,0.07268170426065163,1.0,0.0,0.5177366702937976
N898,"Noninflammatory disorder of vagina, unspecified",121.0,80.0,1.0,37.0,3.0,0,4.0,117.0,0.03305785123966942,0.5,0.0,0.0
N899,Mild vulvar dysplasia,34.0,5.0,0.0,28.0,1.0,0,1.0,33.0,0.029411764705882353,5.8,0.0,0.0
N900,Moderate vulvar dysplasia,57.0,9.0,0.0,47.0,1.0,0,1.0,56.0,0.017543859649122806,5.3,0.0,0.0
N901,"Severe vulvar dysplasia, not elsewhere classified",4.0,1.0,0.0,3.0,0.0,0,0.0,4.0,0.0,3.0,0.0,0.0
N902,"Dysplasia of vulva, unspecified",631.0,71.0,0.0,549.0,11.0,0,11.0,620.0,0.017432646592709985,7.9,0.0,0.40318280739934714
N903,Leukoplakia of vulva,2353.0,530.0,7.0,1753.0,63.0,0,70.0,2283.0,0.029749256268593285,3.4,0.0,0.288955386289445
N904,Atrophy of vulva,131.0,92.0,0.0,38.0,1.0,0,1.0,130.0,0.007633587786259542,0.4,0.0,0.0
N905,Hypertrophy of vulva,50.0,35.0,1.0,8.0,6.0,0,7.0,43.0,0.14,0.4,0.0,0.0
N906,Vulvar cyst,330.0,243.0,2.0,73.0,12.0,0,14.0,316.0,0.04242424242424243,0.3,0.0,0.0
N907,Other specified noninflammatory disorders of vulva and perineum,1303.0,729.0,6.0,525.0,43.0,0,49.0,1254.0,0.03760552570990023,0.8,0.0,0.523639825897715
N908,"Noninflammatory disorder of vulva and perineum, unspecified",874.0,590.0,1.0,267.0,16.0,0,17.0,857.0,0.019450800915331808,0.5,0.0,0.586044613710555
N909,Primary amenorrhoea,143.0,78.0,3.0,48.0,14.0,0,17.0,126.0,0.11888111888111888,0.8,0.0,0.0
N910,Secondary amenorrhoea,290.0,136.0,21.0,82.0,51.0,0,72.0,218.0,0.2482758620689655,0.8,0.0,0.0
N911,"Amenorrhoea, unspecified",345.0,168.0,19.0,124.0,34.0,0,53.0,292.0,0.1536231884057971,0.8,0.0,0.0
N912,Primary oligomenorrhoea,3.0,2.0,0.0,0.0,1.0,0,1.0,2.0,0.3333333333333333,0.5,0.0,0.0
N913,Secondary oligomenorrhoea,27.0,11.0,4.0,4.0,8.0,0,12.0,15.0,0.4444444444444444,0.8,0.0,0.0
N914,"Oligomenorrhoea, unspecified",155.0,78.0,15.0,41.0,21.0,0,36.0,119.0,0.23225806451612904,0.7,0.0,0.0
N915,Excessive and frequent menstruation with regular cycle,7635.0,4301.0,155.0,2553.0,626.0,0,781.0,6854.0,0.1022920759659463,0.7,0.0,0.43430359085963005
N920,Excessive and frequent menstruation with irregular cycle,878.0,512.0,11.0,302.0,53.0,0,64.0,814.0,0.07289293849658314,0.7,0.0,0.628917301414581
N921,Excessive menstruation at puberty,26.0,16.0,1.0,7.0,2.0,0,3.0,23.0,0.11538461538461539,0.5,0.0,0.0
N922,Ovulation bleeding,644.0,473.0,5.0,99.0,67.0,0,72.0,572.0,0.11180124223602485,0.3,0.0,0.7382208922742112
N923,Excessive bleeding in the premenopausal period,409.0,214.0,11.0,160.0,24.0,0,35.0,374.0,0.08557457212713937,0.8,0.0,0.7573721436343852
N924,Other specified irregular menstruation,92.0,41.0,0.0,48.0,3.0,0,3.0,89.0,0.03260869565217391,1.2,0.0,0.0
N925,"Irregular menstruation, unspecified",2027.0,1116.0,40.0,717.0,154.0,0,194.0,1833.0,0.0957079427725703,0.8,0.0,0.5223884657236126
N926,Postcoital and contact bleeding,1142.0,927.0,13.0,169.0,33.0,0,46.0,1096.0,0.040280210157618214,0.2,0.0,0.5785908596300327
N930,Other specified abnormal uterine and vaginal bleeding,1113.0,616.0,41.0,414.0,42.0,0,83.0,1030.0,0.07457322551662174,0.7,0.0,0.5913220892274211
N938,"Abnormal uterine and vaginal bleeding, unspecified",4328.0,2490.0,226.0,1318.0,294.0,0,520.0,3808.0,0.12014787430683918,0.6,0.0,0.4904243743199129
N939,Mittelschmerz,47.0,33.0,3.0,9.0,2.0,0,5.0,42.0,0.10638297872340426,0.3,0.0,0.0
N940,Dyspareunia,1518.0,767.0,32.0,608.0,111.0,0,143.0,1375.0,0.09420289855072464,0.9,0.0,0.555114254624592
N941,Vaginismus,160.0,75.0,6.0,66.0,13.0,0,19.0,141.0,0.11875,1.0,0.0,0.0
N942,Premenstrual tension syndrome,275.0,101.0,16.0,87.0,71.0,0,87.0,188.0,0.31636363636363635,1.4,0.0,0.0
N943,Primary dysmenorrhoea,34.0,23.0,4.0,5.0,2.0,0,6.0,28.0,0.17647058823529413,0.3,0.0,0.0
N944,Secondary dysmenorrhoea,9.0,6.0,0.0,2.0,1.0,0,1.0,8.0,0.1111111111111111,0.5,0.0,0.0
N945,"Dysmenorrhoea, unspecified",1777.0,1049.0,98.0,468.0,162.0,0,260.0,1517.0,0.14631401238041644,0.5,0.0,0.6005168661588683
N946,Other specified conditions associated with female genital organs and menstrual cycle,2991.0,1867.0,20.0,906.0,198.0,0,218.0,2773.0,0.07288532263457038,0.6,0.0,0.4755712731229597
N948,Unspecified condition associated with female genital organs and menstrual cycle,198.0,125.0,1.0,52.0,20.0,0,21.0,177.0,0.10606060606060606,0.6,0.0,0.0
N949,Postmenopausal bleeding,18233.0,14096.0,162.0,3709.0,266.0,0,428.0,17805.0,0.023473920912630945,0.3,0.0,0.34039717083786725
N950,Menopausal and female climacteric states,2213.0,640.0,418.0,537.0,618.0,0,1036.0,1177.0,0.46814279258924535,1.1,0.0,0.6662404787812839
N951,Postmenopausal atrophic vaginitis,654.0,419.0,10.0,197.0,28.0,0,38.0,616.0,0.0581039755351682,0.5,0.0,0.6755440696409141
N952,States associated with artificial menopause,114.0,34.0,15.0,49.0,16.0,0,31.0,83.0,0.2719298245614035,1.3,0.0,0.0
N953,Other specified menopausal and perimenopausal disorders,277.0,95.0,13.0,133.0,36.0,0,49.0,228.0,0.17689530685920576,1.6,0.0,0.0
N958,"Menopausal and perimenopausal disorder, unspecified",799.0,236.0,231.0,214.0,118.0,0,349.0,450.0,0.43679599499374216,0.7,0.0,0.8370783460282917
N959,Habitual aborter,4498.0,595.0,1171.0,1106.0,1626.0,0,2797.0,1701.0,0.6218319253001334,1.5,0.0,0.5857997823721436
N96X,Female infertility associated with anovulation,121.0,23.0,14.0,70.0,14.0,0,28.0,93.0,0.23140495867768596,2.3,0.0,0.0
N970,Female infertility of tubal origin,19.0,3.0,5.0,4.0,7.0,0,12.0,7.0,0.631578947368421,1.4,0.0,0.0
N971,Female infertility of uterine origin,14.0,2.0,1.0,10.0,1.0,0,2.0,12.0,0.14285714285714285,3.7,0.0,0.0
